               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  52,            0.021487,            0.018717,                   0,               0.816,             0.86619,             0.90226,             0.60242,            0.022242,           0.0069265,                   0,            0.008317,            0.008317,            0.008317
                  53,            0.021773,             0.01874,                   0,             0.83311,             0.79688,             0.87806,             0.55909,            0.020895,           0.0086726,                   0,            0.008284,            0.008284,            0.008284
                  54,             0.02088,            0.018092,                   0,             0.87034,             0.91406,             0.92284,             0.65956,            0.017963,            0.006303,                   0,            0.008251,            0.008251,            0.008251
                  55,            0.023346,            0.021108,                   0,             0.87213,             0.86719,             0.89375,              0.6175,             0.01955,           0.0065015,                   0,            0.008218,            0.008218,            0.008218
                  56,            0.021468,            0.019967,                   0,             0.89041,             0.85938,             0.91772,             0.60941,            0.019994,           0.0069771,                   0,            0.008185,            0.008185,            0.008185
                  57,            0.021203,            0.018284,                   0,             0.90107,             0.85387,              0.9062,             0.61112,            0.019885,           0.0064317,                   0,            0.008152,            0.008152,            0.008152
                  58,            0.021114,            0.018553,                   0,             0.89111,             0.89512,             0.92757,             0.65107,            0.018079,           0.0061858,                   0,            0.008119,            0.008119,            0.008119
                  59,             0.02311,            0.020188,                   0,             0.88349,             0.88281,             0.92948,             0.65927,             0.01774,           0.0065749,                   0,            0.008086,            0.008086,            0.008086
                  60,            0.021327,            0.019692,                   0,             0.87711,             0.85938,             0.91206,             0.59424,            0.020137,           0.0084831,                   0,            0.008053,            0.008053,            0.008053
                  61,            0.020566,            0.019504,                   0,             0.92919,             0.89062,             0.92984,             0.63562,             0.01874,           0.0068589,                   0,             0.00802,             0.00802,             0.00802
                  62,            0.021498,            0.019898,                   0,             0.81394,             0.85444,             0.87668,             0.56872,            0.021501,           0.0079182,                   0,            0.007987,            0.007987,            0.007987
                  63,            0.021211,            0.018589,                   0,             0.92511,             0.86854,             0.92212,             0.65977,            0.017315,           0.0070733,                   0,            0.007954,            0.007954,            0.007954
                  64,            0.022454,            0.021638,                   0,             0.92597,             0.91406,             0.93271,             0.65524,            0.017865,           0.0061499,                   0,            0.007921,            0.007921,            0.007921
                  65,            0.022347,            0.018395,                   0,             0.90923,             0.86085,             0.91844,             0.64566,            0.020662,           0.0063925,                   0,            0.007888,            0.007888,            0.007888
                  66,            0.021794,            0.017872,                   0,             0.91682,             0.86117,             0.92405,             0.65226,            0.020663,           0.0063049,                   0,            0.007855,            0.007855,            0.007855
                  67,             0.02232,            0.018995,                   0,             0.83107,             0.85156,             0.89305,             0.62004,             0.01889,           0.0070628,                   0,            0.007822,            0.007822,            0.007822
                  68,            0.021545,            0.019403,                   0,             0.90509,             0.81957,              0.8892,             0.56674,            0.020257,             0.00765,                   0,            0.007789,            0.007789,            0.007789
                  69,            0.021497,            0.018711,                   0,             0.91099,              0.9375,              0.9387,             0.66813,            0.016925,           0.0064545,                   0,            0.007756,            0.007756,            0.007756
                  70,            0.020772,            0.020365,                   0,             0.89919,             0.91406,             0.93871,              0.6522,            0.017251,           0.0058504,                   0,            0.007723,            0.007723,            0.007723
                  71,            0.020854,            0.018476,                   0,             0.89303,             0.91314,             0.92872,             0.65209,            0.017565,           0.0065356,                   0,             0.00769,             0.00769,             0.00769
                  72,            0.020572,            0.018806,                   0,             0.91382,             0.91129,              0.9368,             0.67067,            0.016622,           0.0061496,                   0,            0.007657,            0.007657,            0.007657
                  73,            0.022435,            0.019779,                   0,             0.90833,             0.85153,             0.92533,              0.6636,            0.016084,           0.0068322,                   0,            0.007624,            0.007624,            0.007624
                  74,            0.020299,            0.019473,                   0,             0.88488,             0.90079,             0.94405,             0.66968,            0.018076,           0.0064669,                   0,            0.007591,            0.007591,            0.007591
                  75,              0.0205,             0.01926,                   0,             0.87079,             0.95312,             0.93364,              0.5963,            0.020802,           0.0069249,                   0,            0.007558,            0.007558,            0.007558
                  76,            0.021646,            0.023354,                   0,             0.91931,             0.88281,             0.94089,             0.63004,            0.019611,           0.0064027,                   0,            0.007525,            0.007525,            0.007525
                  77,            0.019649,            0.017469,                   0,             0.87911,             0.90901,             0.93866,             0.67276,            0.015986,           0.0061664,                   0,            0.007492,            0.007492,            0.007492
                  78,            0.019547,            0.018491,                   0,             0.87941,              0.9116,             0.92018,              0.6501,            0.017166,           0.0063545,                   0,            0.007459,            0.007459,            0.007459
                  79,             0.02034,            0.017923,                   0,             0.93332,             0.87484,             0.93245,             0.64949,              0.0179,            0.006788,                   0,            0.007426,            0.007426,            0.007426
                  80,            0.020606,            0.016999,                   0,             0.88075,             0.92324,             0.93547,             0.68032,            0.016961,           0.0065646,                   0,            0.007393,            0.007393,            0.007393
                  81,            0.020631,            0.019036,                   0,             0.88166,             0.90625,             0.93728,               0.677,            0.015526,           0.0064054,                   0,             0.00736,             0.00736,             0.00736
                  82,            0.021121,             0.01835,                   0,             0.90336,             0.89844,             0.93009,             0.65407,            0.018196,           0.0063609,                   0,            0.007327,            0.007327,            0.007327
                  83,            0.019368,            0.016283,                   0,             0.89596,             0.87461,             0.91962,             0.62966,            0.017589,           0.0067848,                   0,            0.007294,            0.007294,            0.007294
                  84,            0.020095,            0.016465,                   0,             0.87471,             0.87267,             0.90763,             0.57217,            0.019803,           0.0081159,                   0,            0.007261,            0.007261,            0.007261
                  85,            0.020304,            0.019608,                   0,             0.90076,             0.89062,             0.93927,             0.66647,            0.017429,            0.006616,                   0,            0.007228,            0.007228,            0.007228
                  86,             0.02017,            0.018143,                   0,             0.93674,             0.80981,             0.90756,              0.5121,            0.024404,           0.0088372,                   0,            0.007195,            0.007195,            0.007195
                  87,            0.021004,            0.017486,                   0,             0.90659,             0.91406,             0.92755,             0.65018,            0.018087,           0.0065584,                   0,            0.007162,            0.007162,            0.007162
                  88,            0.019229,            0.017237,                   0,             0.90004,             0.91447,             0.94297,              0.6573,            0.019529,           0.0068454,                   0,            0.007129,            0.007129,            0.007129
                  89,            0.019533,            0.017712,                   0,             0.92238,               0.875,             0.93206,             0.67143,            0.017654,           0.0063337,                   0,            0.007096,            0.007096,            0.007096
                  90,            0.020766,            0.017542,                   0,             0.94293,             0.90625,             0.92686,             0.66548,             0.01764,           0.0062145,                   0,            0.007063,            0.007063,            0.007063
                  91,            0.019685,            0.016857,                   0,             0.95045,             0.85156,             0.93842,             0.64458,            0.017986,           0.0068983,                   0,             0.00703,             0.00703,             0.00703
                  92,            0.019006,            0.017308,                   0,             0.93631,             0.80399,             0.89402,             0.57349,            0.021197,           0.0091285,                   0,            0.006997,            0.006997,            0.006997
                  93,            0.019329,            0.018575,                   0,             0.90245,             0.86726,             0.92354,              0.6332,            0.017422,           0.0064385,                   0,            0.006964,            0.006964,            0.006964
                  94,            0.019426,            0.018099,                   0,             0.83973,             0.84375,             0.89345,             0.62605,            0.018456,           0.0070672,                   0,            0.006931,            0.006931,            0.006931
                  95,            0.019664,            0.018213,                   0,             0.92155,             0.89844,             0.94207,             0.68365,            0.016662,           0.0063704,                   0,            0.006898,            0.006898,            0.006898
                  96,              0.0199,            0.018042,                   0,              0.9022,             0.93692,             0.94481,             0.69392,            0.016487,           0.0059752,                   0,            0.006865,            0.006865,            0.006865
                  97,             0.01921,            0.017811,                   0,             0.93114,             0.86719,              0.9262,             0.65659,            0.018866,            0.006243,                   0,            0.006832,            0.006832,            0.006832
                  98,             0.01869,            0.017579,                   0,             0.89178,             0.90131,             0.92787,             0.66426,            0.016273,           0.0065458,                   0,            0.006799,            0.006799,            0.006799
                  99,            0.018867,            0.016962,                   0,             0.91497,               0.875,             0.93875,             0.66638,            0.017061,           0.0064396,                   0,            0.006766,            0.006766,            0.006766
                 100,            0.019465,            0.017625,                   0,             0.87179,               0.875,             0.90328,             0.62657,            0.019044,           0.0074003,                   0,            0.006733,            0.006733,            0.006733
                 101,            0.019186,            0.017934,                   0,             0.93672,             0.85938,             0.92165,             0.66047,            0.017345,           0.0072345,                   0,              0.0067,              0.0067,              0.0067
                 102,            0.019117,            0.016709,                   0,             0.86991,               0.875,             0.90826,             0.65105,            0.018005,           0.0065638,                   0,            0.006667,            0.006667,            0.006667
                 103,            0.018693,            0.015873,                   0,              0.9012,             0.92637,              0.9349,             0.66605,            0.017571,           0.0067061,                   0,            0.006634,            0.006634,            0.006634
                 104,            0.017761,             0.01568,                   0,              0.9001,             0.86719,             0.91424,             0.64103,            0.016961,           0.0065435,                   0,            0.006601,            0.006601,            0.006601
                 105,            0.018845,            0.016323,                   0,             0.92204,             0.88281,             0.92507,             0.58717,            0.021117,           0.0074141,                   0,            0.006568,            0.006568,            0.006568
                 106,             0.01866,            0.016832,                   0,              0.9038,             0.88082,             0.91083,             0.66348,            0.017312,           0.0064619,                   0,            0.006535,            0.006535,            0.006535
                 107,            0.018608,            0.017389,                   0,             0.91019,             0.86719,             0.92772,             0.65405,            0.017932,           0.0064638,                   0,            0.006502,            0.006502,            0.006502
                 108,            0.019188,            0.017117,                   0,             0.87323,             0.91488,             0.93334,             0.67431,            0.016891,           0.0060919,                   0,            0.006469,            0.006469,            0.006469
                 109,            0.018608,            0.017843,                   0,             0.90734,               0.875,              0.9462,             0.69679,            0.016446,           0.0059565,                   0,            0.006436,            0.006436,            0.006436
                 110,            0.017889,            0.015992,                   0,             0.92968,             0.82636,             0.90848,             0.62782,            0.016857,           0.0068245,                   0,            0.006403,            0.006403,            0.006403
                 111,            0.017628,            0.016535,                   0,             0.92467,             0.86312,             0.93163,             0.67625,            0.015655,           0.0061817,                   0,             0.00637,             0.00637,             0.00637
                 112,            0.018494,            0.017003,                   0,             0.91508,             0.88281,             0.92785,             0.66477,            0.016667,           0.0068947,                   0,            0.006337,            0.006337,            0.006337
                 113,            0.018534,            0.016615,                   0,             0.89964,             0.89844,             0.94214,             0.69843,            0.016121,           0.0061575,                   0,            0.006304,            0.006304,            0.006304
                 114,            0.018348,             0.01618,                   0,             0.91268,              0.8982,             0.94704,             0.69399,            0.016965,           0.0062234,                   0,            0.006271,            0.006271,            0.006271
                 115,            0.018163,            0.017016,                   0,             0.92663,             0.88806,             0.92524,             0.69705,            0.014489,           0.0066163,                   0,            0.006238,            0.006238,            0.006238
                 116,             0.01802,            0.017128,                   0,             0.91899,             0.88632,             0.92404,             0.66132,            0.015359,           0.0068731,                   0,            0.006205,            0.006205,            0.006205
                 117,            0.017835,            0.016395,                   0,             0.86823,             0.82363,             0.87654,             0.56192,            0.019042,           0.0075352,                   0,            0.006172,            0.006172,            0.006172
                 118,             0.01796,            0.016267,                   0,             0.89949,             0.83902,             0.89987,             0.57127,            0.020454,           0.0077182,                   0,            0.006139,            0.006139,            0.006139
                 119,            0.018893,            0.016901,                   0,             0.89114,              0.8954,             0.92014,              0.6571,            0.016161,            0.006572,                   0,            0.006106,            0.006106,            0.006106
                 120,            0.018549,            0.015736,                   0,              0.9096,             0.86468,              0.9288,             0.65815,            0.018164,           0.0067864,                   0,            0.006073,            0.006073,            0.006073
                 121,            0.019052,             0.01584,                   0,             0.89913,             0.92969,             0.94098,             0.68268,            0.016664,           0.0062965,                   0,             0.00604,             0.00604,             0.00604
                 122,            0.018804,             0.01509,                   0,             0.91755,             0.89844,             0.93409,             0.66724,            0.015953,           0.0058235,                   0,            0.006007,            0.006007,            0.006007
                 123,            0.017576,            0.016586,                   0,             0.89802,               0.875,             0.93162,             0.68173,            0.016511,           0.0064707,                   0,            0.005974,            0.005974,            0.005974
                 124,            0.018489,            0.017237,                   0,              0.9237,             0.88281,             0.92223,             0.63054,            0.017033,           0.0069606,                   0,            0.005941,            0.005941,            0.005941
                 125,            0.017121,            0.016139,                   0,             0.94871,             0.85156,             0.92993,             0.65804,             0.01753,           0.0066547,                   0,            0.005908,            0.005908,            0.005908
                 126,            0.018414,            0.016381,                   0,             0.93384,             0.88224,             0.94056,             0.68222,             0.01698,           0.0060851,                   0,            0.005875,            0.005875,            0.005875
                 127,            0.018068,            0.016492,                   0,             0.92682,             0.89844,             0.94192,             0.67606,            0.015842,           0.0061559,                   0,            0.005842,            0.005842,            0.005842
                 128,            0.017939,            0.016611,                   0,             0.91043,             0.91406,             0.94036,             0.69004,            0.015507,           0.0061333,                   0,            0.005809,            0.005809,            0.005809
                 129,            0.017655,            0.016194,                   0,             0.91242,             0.86719,             0.91835,             0.66087,            0.015222,           0.0068853,                   0,            0.005776,            0.005776,            0.005776
                 130,            0.017629,            0.016389,                   0,              0.9352,             0.91406,             0.94692,             0.66361,            0.017899,           0.0063968,                   0,            0.005743,            0.005743,            0.005743
                 131,            0.019238,            0.016279,                   0,             0.92594,             0.86719,             0.93727,             0.67219,            0.016353,           0.0067071,                   0,             0.00571,             0.00571,             0.00571
                 132,            0.017139,            0.016323,                   0,             0.90563,             0.88281,             0.93104,             0.68557,            0.015716,           0.0065446,                   0,            0.005677,            0.005677,            0.005677
                 133,            0.018574,             0.02052,                   0,             0.89414,               0.875,             0.91982,             0.64366,            0.017337,           0.0064098,                   0,            0.005644,            0.005644,            0.005644
                 134,            0.018937,            0.017256,                   0,             0.92482,             0.89844,             0.93528,             0.67899,            0.015587,           0.0063581,                   0,            0.005611,            0.005611,            0.005611
                 135,            0.018919,             0.01834,                   0,             0.87318,             0.88281,             0.91024,             0.65599,            0.016229,           0.0067102,                   0,            0.005578,            0.005578,            0.005578
                 136,             0.01772,            0.016512,                   0,              0.8668,             0.81345,             0.90564,             0.63683,            0.017118,            0.007373,                   0,            0.005545,            0.005545,            0.005545
                 137,            0.017217,            0.015583,                   0,              0.9062,             0.90567,              0.9433,             0.69117,            0.016166,           0.0068802,                   0,            0.005512,            0.005512,            0.005512
                 138,            0.017481,            0.016639,                   0,             0.85627,             0.93089,             0.92585,             0.64948,             0.01669,           0.0067969,                   0,            0.005479,            0.005479,            0.005479
                 139,            0.016784,            0.015667,                   0,             0.91033,             0.85156,             0.91328,              0.6152,            0.016268,           0.0064924,                   0,            0.005446,            0.005446,            0.005446
                 140,            0.017117,            0.015077,                   0,             0.91193,             0.85938,             0.93528,             0.68912,            0.016145,           0.0062788,                   0,            0.005413,            0.005413,            0.005413
                 141,            0.016621,            0.016284,                   0,             0.88962,             0.91406,              0.9365,             0.67812,            0.015928,           0.0062053,                   0,             0.00538,             0.00538,             0.00538
                 142,            0.017331,            0.015191,                   0,             0.92284,             0.89062,              0.9409,             0.67506,            0.015132,           0.0065558,                   0,            0.005347,            0.005347,            0.005347
                 143,             0.01659,            0.016059,                   0,             0.90829,             0.89844,              0.9495,              0.6955,            0.014537,            0.006264,                   0,            0.005314,            0.005314,            0.005314
                 144,            0.016751,            0.015703,                   0,             0.92009,             0.89957,              0.9586,               0.706,            0.015269,           0.0059653,                   0,            0.005281,            0.005281,            0.005281
                 145,            0.017723,            0.015755,                   0,             0.89991,             0.89062,             0.94073,             0.67402,            0.016092,            0.007074,                   0,            0.005248,            0.005248,            0.005248
                 146,            0.016417,             0.01496,                   0,             0.89553,             0.87058,             0.93416,             0.67094,            0.016946,            0.006576,                   0,            0.005215,            0.005215,            0.005215
                 147,            0.016089,             0.01495,                   0,             0.90396,             0.89062,             0.93836,             0.69217,            0.015797,           0.0073389,                   0,            0.005182,            0.005182,            0.005182
                 148,            0.017641,            0.015833,                   0,             0.93685,             0.85156,             0.93197,             0.64962,            0.016531,           0.0074611,                   0,            0.005149,            0.005149,            0.005149
                 149,            0.017101,            0.015227,                   0,              0.9253,             0.89062,             0.94006,             0.67766,            0.016149,            0.006944,                   0,            0.005116,            0.005116,            0.005116
                 150,             0.01649,            0.015846,                   0,             0.88314,             0.89844,             0.93422,             0.66956,            0.017006,           0.0069466,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.016896,            0.016999,                   0,             0.92269,             0.85156,             0.91765,              0.6478,            0.016521,           0.0069432,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.017151,            0.016484,                   0,             0.94822,             0.85838,             0.92733,             0.68342,            0.016051,           0.0068238,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.016884,            0.016134,                   0,             0.90923,             0.83594,             0.91134,             0.65382,            0.016512,           0.0070459,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.016632,            0.014726,                   0,             0.90362,             0.87893,             0.92333,             0.68238,             0.01507,           0.0065665,                   0,            0.004951,            0.004951,            0.004951
                 155,             0.01687,            0.015362,                   0,             0.89688,              0.8833,             0.93343,             0.68801,            0.014916,           0.0070394,                   0,            0.004918,            0.004918,            0.004918
                 156,             0.01711,            0.016142,                   0,             0.90013,             0.86719,             0.92203,             0.68723,            0.014671,            0.006943,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.016809,            0.015501,                   0,             0.87299,              0.9129,             0.92931,             0.68796,            0.016261,           0.0065317,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.017195,            0.015821,                   0,             0.89236,             0.92188,             0.94307,             0.68673,            0.015446,           0.0062006,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.015874,            0.016522,                   0,             0.91739,             0.92188,             0.93551,             0.68277,            0.014154,           0.0062536,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.016404,            0.016029,                   0,             0.92895,             0.91927,             0.95008,             0.69013,            0.015717,           0.0064209,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.016574,            0.015132,                   0,             0.92961,             0.92853,             0.95116,             0.67839,            0.015475,           0.0061963,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.016007,            0.015217,                   0,             0.93323,             0.89844,             0.94175,             0.68484,            0.015545,           0.0064386,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.016408,            0.016172,                   0,             0.91889,             0.89062,             0.93228,             0.69187,            0.015489,           0.0062953,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.016634,            0.016174,                   0,             0.89386,             0.92188,             0.93537,             0.69922,            0.015304,            0.006485,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.017141,            0.016261,                   0,             0.92291,             0.89844,             0.94097,             0.69593,            0.015248,           0.0062251,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.015807,            0.015232,                   0,             0.88364,             0.90625,             0.92386,             0.70304,            0.014935,           0.0066307,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.016108,            0.015057,                   0,             0.91544,               0.875,             0.93123,             0.66949,            0.015419,           0.0068055,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.015589,            0.014816,                   0,             0.93952,             0.89062,             0.95545,             0.72259,            0.014485,           0.0064616,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.017299,            0.014934,                   0,             0.95114,             0.85938,              0.9326,             0.61603,            0.018157,             0.00796,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.016728,            0.015007,                   0,             0.88455,             0.91406,             0.93901,             0.69436,            0.015178,           0.0063164,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.016564,            0.015165,                   0,             0.92568,             0.87575,             0.93937,             0.69375,            0.015378,           0.0060942,                   0,             0.00439,             0.00439,             0.00439
